,Common Name,Kingdom,Phylum,Class,Order,Family,Binomial Name,Link,Description
0,Aceh Bulbul,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus snouckaerti,https://ebird.org/species/orsbul2,"Rare and declining endemic of Sumatra’s northwestern mountains. Large grayish-brown bulbul with a bright orange forehead patch, dark olive wings, and a weak crest that gives it a pointy-headed profile. Once regarded as a subspecies of the very similar Orange-spotted Bulbul, but note present species’ distribution and dark (not white) belly. Inhabits foothill and lower montane forests, where localized and largely restricted to clearings with a substantial understory. Calls are generally similar to those of Orange-spotted Bulbul, and include a bubbly chatter."
0,Acorn Woodpecker,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes formicivorus,https://ebird.org/species/acowoo,"Medium-sized woodpecker with unique face pattern: red crown, pale yellowish forehead and throat, and pale eye. Otherwise glossy-black with streaky underparts. In flight, look for blazing white rump and wing patches. Typically fairly common from western North America to Colombia, especially in mixed oak forests and other open woodlands. Social and conspicuous. Occurs in family groups that breed cooperatively. Well-known for stashing large numbers of acorns in telephone poles and tree trunks. Listen for nasal “waka-waka” calls and chatters."
0,Acre Antshrike,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus divisorius,https://ebird.org/species/acrant1,"Secretive, rare medium-sized antshrike of the dense forests of the Cordillera Divisor of remote western Brazil and eastern Peru. Males are dark gray with a bluish tint to the back and upperparts, while females are bluish-gray above and brownish-orange below. Inhabits the lower levels of forests, where it is more often heard than seen; voice is a fast series of notes increasing in speed before finishing with a final higher note."
0,Adamawa Turtle-Dove,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia hypopyrrha,https://ebird.org/species/adtdov1,"A dark turtle-dove with typical scaly rufous-pink edging to the wings and black patches on the sides of the neck. The face is pale silvery-gray and the belly and flanks are pinkish-mauve. Female and juvenile are paler than the male. Uncommon to common in pairs and small groups in rocky broadleaf woodland, preferring riverine areas. Song is a 3-note “cuuuoor-cuuuuoor-cuuu.” The slightly smaller European Turtle-Dove occurs alongside Adamawa as a migrant between September and March, but has whitish lines within the black neck patches, a pinkish (not gray) breast, and a paler belly."
0,Adelaide's Warbler,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga adelaidae,https://ebird.org/species/adewar1,"A small, brightly colored inhabitant of thickets in woodlands and scrub. Feeds actively, snatching insects from leaves and twigs. It is passingly similar to the Northern Parula, but the parula has yellow-green on its back and the yellow below does not extend onto the belly as it does on Adelaide’s. Its song is series of rapidly given sweet notes that accelerate as the song progresses before sometimes slowing again towards the end. Call is a sweet “chick” with a slight squeaky quality."
0,Afep Pigeon,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba unicincta,https://ebird.org/species/afepig1,"Large, pale gray pigeon. There is red bare skin around the eye, a reddish wash on the breast, and a pale gray tail band that is conspicuous in flight. Found in rainforest and gallery forest, singly or in small groups. Often seen in flight or perched conspicuously on dead trees. The call is a long series of descending “huuuoooo” calls. Separated from other forest pigeons by overall pale coloration and bold tail band."
0,Afghan Babbler,Animalia,Chordata,Aves,Passeriformes,Leiothrichidae,Argya huttoni,https://ebird.org/species/combab1,"Slender, dusty-colored babbler with a long tail. Look for its contrasting white throat and streaked crown and back. Found in dry open areas such as semidesert, scrubland, and various edge habitats. Rummages about on the ground in mid-sized to large flocks. Gives a clear, musical, purring series of notes, either ascending or descending, as well as harsher, scratchier calls."
0,Afghan Snowfinch,Animalia,Chordata,Aves,Passeriformes,Passeridae,Montifringilla theresae,https://ebird.org/species/afgsno1,"Nondescript small bird restricted to the Hindu Kush mountains of north-central Afghanistan, where it inhabits open rocky slopes, valleys, mountaintops, and plateaus. Occasionally descends to lower elevations in the winter, even straying into adjacent regions of Central Asia. Dull brown overall, with a paler belly, faintly streaked back, flashing white wing patches, and white corners to the tail. Male has a solid black chin and larger wing patches. Gathers in flocks outside of breeding season. Calls are little-known, but reportedly include a sharp alarm call and a fast “zigzig.”"
0,African Barred Owlet,Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium capense,https://ebird.org/species/afbowl1,"Chunky brownish owlet. Shows bars and spots on the underparts and fine bars on the upperparts, including the top of the head. Found in forest, thickets, and thick woodland. Often active and vocal during the day. Gives a yelping series of “kow” notes, which are usually followed by emphatic, modulated, descending “ptrrrrr” notes. Similar to Pearl-spotted Owlet but has barring rather than spotting on the upperparts, and spots and bars rather than streaking on the underparts."
0,African Black Duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas sparsa,https://ebird.org/species/afbduc1,"A chocolate-brown duck with unmarked underparts, a pale-pink-and-black bill, orange legs, and white spots on the back and rump. A secretive and uncommon resident, preferring well-wooded, fast-flowing rivers but also visiting ponds. It forages mainly at dawn and dusk, dabbling for insects and plant matter. Differentiated from the similar Yellow-billed Duck by darker coloration, shorter neck, and dark, not vivid yellow, bill."
0,African Blue Flycatcher,Animalia,Chordata,Aves,Passeriformes,Stenostiridae,Elminia longicauda,https://ebird.org/species/afbfly1,"A slim, slightly crested flycatcher with a long tail that is often fanned. Uniformly blue, including the tail, with slightly paler underparts. Found in rainforest, gallery forest, lush gardens and woodland, and mangroves. Often joins mixed-species feeding flocks. Similar to White-tailed Blue Flycatcher, but has virtually no overlap in range and is easily separated by its entirely blue tail. The song is a long, complex mix of high-pitched warbling and chattering notes, and the call is a ringing “chi-wee.”"
0,African Blue Tit,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes teneriffae,https://ebird.org/species/afbtit2,Found in North Africa and the Canary Islands in woodlands and gardens. More intense indigo-blue on the back and crown than Eurasian Blue Tit without green tones and with a narrower pale eyestripe. Some subspecies lack the white wingbar. Varied repertoire of calls and extensive song variation between island subspecies.
0,African Broadbill,Animalia,Chordata,Aves,Passeriformes,Calyptomenidae,Smithornis capensis,https://ebird.org/species/afrbro1,"Small, chunky, brown-and-white bird that shows a very broad bill when seen from below. Found in forest and thick woodland. It is shy and inconspicuous except when displaying. Displaying birds fly in a tight circle, with the white rump feathers puffed out, making a loud braying sound by clapping the wings together at incredibly fast speed. Similar to Rufous-sided and Gray-headed broadbills, but lacks rufous on the breast."
0,African Citril,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Crithagra citrinelloides,https://ebird.org/species/afrcit1,"A small seedeater with a sharp bill and a forked tail. The upperparts are olive-green and the underparts yellow. Males have a black face and plain yellow underparts. Females have a plain face, but are heavily streaked below. Found at middle and high elevations in a variety of habitats including forest edge, gardens, cultivation, moist scrub, and woodland. Usually in small flocks. Similar to Southern Citril, but there is virtually no overlap in range, and the male is easily separated by its black face. The song is a fast jumble of high-pitched twitters and whistles."
0,African Collared-Dove,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia roseogrisea,https://ebird.org/species/afcdov1,"A pallid, medium-sized bird of dry scrub and desert; also agricultural land, towns, and gardens. Native to northern Africa; established in Puerto Rico and New Zealand, but also found in pockets across North America. In the Americas, the black collar on its hindneck is shared by the Eurasian Collared-Dove (also introduced), but note that Eurasian Collared-Doves are generally darker overall, have more extensive black at the base of the undertail, and the primaries are distinctly darker than the remainder of the wing. In flight, Eurasian Collared-Doves have a tricolored pattern to the upperwing rather than the somewhat uniform appearance of African Collared-Doves. Song is “oo-rrroooo-oooo,” loudest at start, than trailing off."
0,African Crake,Animalia,Chordata,Aves,Gruiformes,Rallidae,Crex egregia,https://ebird.org/species/afrcra1,"Chunky, mid-sized rail. Note the black-and-brown scalloped back, gray head and chest, barred belly, reddish bill and yellowish legs. Found in mostly seasonal wetlands, such as flooded grassland. Most often seen trailing its long legs when it flushes from grass before quickly settling back down. Two common vocalizations are a series of dry “krrr” notes and a series of deeper “du-da” notes. Similar color pattern to African Rail, but African Crake has a shorter bill and a spotted back."
0,African Emerald Cuckoo,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Chrysococcyx cupreus,https://ebird.org/species/afecuc1,"Small, slim, forest cuckoo. Male is a gorgeous emerald green with yellow on the belly. Female is much duller and heavily barred, with hints of green on the rufous back. Found in moist forest, from sea level up to fairly high elevations. Inconspicuous canopy-dwelling species that is usually located by call, a distinctive “pre-ty, geor-gio”. Separated from other small green cuckoos by its lack of a white eyebrow or throat."
0,African Darter,Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga rufa,https://ebird.org/species/darter3,"A long and slender cormorant-like waterbird that often swims with its body submerged and only the “S”-shaped neck protruding from the water. Adults are mostly black with white flecks and streaks. Males have a rusty neck and a white stripe running from the eye down the side of the head, which is duller when not breeding. Females and juveniles are muted and brown. African Darter is widespread in freshwater wetlands, preferring placid to fast flowing waters. Cormorants have proportionately larger heads, bulkier necks, and hooked rather than bayonet-shaped bills."
0,African Desert Warbler,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Curruca deserti,https://ebird.org/species/afdwar1,"Very small Sylvia warbler of sandy desert with scattered low shrubs. Plumage is a pale warm buff-brown overall; warmer than the closely-related Asian Desert Warbler that has more prominently-patterned tertials. Note the deep rusty-colored tail, yellow eyes, and yellowish legs. Often forages on the ground, sometimes following wheatears. Song a short sequence of rattles and a flutey note. Call a low ""trrrrr."""
0,African Dusky Flycatcher,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Muscicapa adusta,https://ebird.org/species/afdfly1,"A small, dumpy, buff-brownish flycatcher with a pale throat, a short eyebrow in front of the eye, a mostly plain crown, and indistinct mottling on the breast. It prefers thicker woodland and the edges of evergreen and riverine forest, perching at lower and middle levels and sallying to catch insects, or occasionally sitting on the ground. High-pitched “tzeet” and “tsirit” calls often betray its presence. The similar migrant Spotted Flycatcher has a longer tail and wings than the African Dusky Flycatcher, and it also has distinct streaking on the crown. The Gambaga Flycatcher is paler and mostly restricted to arid woodland."
0,African Dwarf Kingfisher,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Ispidina lecontei,https://ebird.org/species/dwakin1,"A tiny kingfisher found primarily in the understory of primary and secondary forests, where it often perches at head height or lower, hunting for insects. Distinctive, with an orange bill, head, and belly, a white throat, a dark forehead, and a dark blue back and wings. When seen well, it also shows a purple ear patch bordered with white below. Similar to African Pygmy Kingfisher, but African Dwarf Kingfisher always has an orange crown. Voice is a high-pitched squeaky call."
0,African Emerald Cuckoo,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Chrysococcyx cupreus,https://ebird.org/species/afecuc1,"Small, slim, forest cuckoo. Male is a gorgeous emerald green with yellow on the belly. Female is much duller and heavily barred, with hints of green on the rufous back. Found in moist forest, from sea level up to fairly high elevations. Inconspicuous canopy-dwelling species that is usually located by call, a distinctive “pre-ty, geor-gio”. Separated from other small green cuckoos by its lack of a white eyebrow or throat."
0,African Finfoot,Animalia,Chordata,Aves,Gruiformes,Heliornithidae,Podica senegalensis,https://ebird.org/species/afrfin1,"A dark, elongated, duck-like, aquatic bird with neon orange bill and legs. The back and underparts are variably spotted and barred. The throat is gray in the male and white in the female. It swims slow and low in the water with its tail held on the surface. This secretive bird moves in pairs on perennial rivers, swamps, and quiet clear backwaters, foraging under overhanging cover for invertebrates, frogs, and fish. The short, thick neck and bright-colored bill and feet differentiate it from darters and cormorants."
0,African Firefinch,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Lagonosticta rubricata,https://ebird.org/species/afffin,"Small brown and reddish waxbill with a blue-gray bill and black under the tail. Varies geographically, but in many areas, has a mostly gray head. Found along forest edge and in cultivation, thick woodland, and scrub. Usually in pairs or small groups. Call is a short, low trill. Quiet song is a mix of low trills and much higher-pitched whines and whistles. Similar to Red-billed and Bar-breasted firefinches but shows black under the tail. Subspecies without gray on the head can be extremely similar to Jameson’s Firefinch, but they are darker and less pinkish overall."
0,African Fish-Eagle,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus vocifer,https://ebird.org/species/affeag1,"The adult is a large, distinctive, chestnut-and-white eagle that sits prominently on perches near rivers, lakes, and other waterbodies. The scruffy immature is dark brown and mottled with white on head. In flight the white windows in the wings and pale, dark-tipped tail make the juvenile distinctive. It catches fish with a graceful, shallow plunge to the water’s surface, but it will also eat birds, reptiles, and carrion. It tosses its head backwards while making a loud penetrating “wheeee-ah-kleeuw-kleeuw-kluuu” call; it is one of the most distinctive bird sounds of Africa."
0,African Golden Oriole,Animalia,Chordata,Aves,Passeriformes,Oriolidae,Oriolus auratus,https://ebird.org/species/afgori2,"Typical Old World oriole with mostly yellow plumage and a red bill. Note the small black mask around the eye and the black wing that is heavily edged in yellow. Male is brighter yellow than female. Found in thick woodland and some forests. Song is a series of liquid whistles. Common call is an upslurred mew. Similar to Eurasian Golden Oriole, but the wing feathers have yellow edging, and the black face mask extends well behind the eye."
0,African Goshawk,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter tachiro,https://ebird.org/species/afrgos1,"A medium-sized hawk with yellow eyes and legs, gray-brown upperparts, and brown-barred underparts. It breeds in tall trees, riverine forest, thickets, woodland, and exotic plantations, but it has been known to wander widely from there into much more open country. During the breeding season it will soar high in the sky uttering a short sharp “chwik” call in aerial display; the call is given every 2–3 seconds for over a minute at a time. African Goshawk differs from the similar Red-chested Goshawk in having less white in the tail bands, less red on the chest, and barred thighs. Similarly-plumaged Little Sparrowhawk is much smaller."
0,African Grass-Owl,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto capensis,https://ebird.org/species/afgowl1,"Long-winged owl with a dark back, pale underparts, and a pale, heart-shaped face. The central tail feathers are dark brown, and the outer ones pale. In flight, shows a buff mark at the front of the wing. Generally scarce and localized; found in marsh, grassland, and heath. Calls include a short, rough scream and low, creaking notes. Similar to Barn Owl in shape and size but shows a much darker back that contrasts with the pale underparts. Can be confused with Marsh Owl but shows a pale face, paler underparts, and less barring on the wings and tail in flight."
0,African Green-Pigeon,Animalia,Chordata,Aves,Columbiformes,Columbidae,Treron calvus,https://ebird.org/species/afrgrp1,"A plump pigeon with green wings and back, dull burgundy shoulders, and a whitish bill with a red base. It prefers forest and thicker woodland, where nomadic groups congregate in fruiting trees, especially figs. They clamber around clumsily like parrots but can remain well hidden. When disturbed, they explode from a tree and fly quickly and directly. Often detected by their amusing song, which includes whinnies, clicks, whistles, cackles, and growls. African Green-Pigeon lacks the bright yellow belly of the similar Bruce’s Green-Pigeon."
0,African Hill Babbler,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia abyssinica,https://ebird.org/species/afhbab1,"Unusual warbler with a gray head and underparts and a rich brown back. There is some geographical variation, and one subspecies in south and east Tanzania shows a black face. Found in tangles in the mid-story of montane forest. Shy and skulking bird that is usually in small groups. Most often detected by voice: a chatty, up-and-down series of slurred whistles. Somewhat similar to illadopsises, but usually found in the mid-story, not on or near the ground."
0,African Hobby,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco cuvierii,https://ebird.org/species/afrhob1,"Dark, compact, medium-sized falcon. Blue-gray on the back, black on the head, and rufous below. The adults have faint or no streaking below, while immatures have broad streaks. Flight is fast, direct, and powerful. Most active at dawn and dusk. Local and uncommon in a wide variety of habitats, including forest, forest edge, woodland, and savanna. Sometimes hunts over very open habitats like grassland. Gives “kwe” and “keek” calls. Similar in coloration to Taita Falcon, but has a rufous throat and a longer tail. Separated from Eurasian Hobby by the completely rufous underparts."
0,African Jacana,Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Actophilornis africanus,https://ebird.org/species/afrjac1,"A distinctive chestnut, white, and black waterbird with a sky-blue bill and enormous feet. The immature lacks the blue bill and shield and is brown-headed. Resident and nomadic, this species trots on the surface of water lilies and other aquatic vegetation, using its long legs and ludicrously elongated toes to prevent it from sinking. It flies weakly, low over the water, with legs and toes dangling behind awkwardly, and calls with a honking repeated “kyaaan” and wheezy hurried “skreeeeeet’--most often in flight. Highly unusual mating system in which one dominant female maintains a harem of multiple males. After egg-laying, each male will raise a brood alone."
0,African Marsh-Harrier,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus ranivorus,https://ebird.org/species/afmhar1,"Large, brown, wetland harrier. Like all harriers, has long, slender wings and tail, and graceful, swooping flight. Found in and around marshes, swamps, and wet grasslands. Dark brown overall coloration separates it from all other harriers except female Eurasian Marsh-Harrier. African Marsh-Harrier can be identified by the presence of barring in the wings and tail, as well as by its darker head."
0,African Openbill,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Anastomus lamelligerus,https://ebird.org/species/afrope1,"A medium-sized, all-dark stork with a mostly greenish gloss and a uniquely-shaped bill that creates a diagnostic gap between the two halves of the bill. Its flight is slow and labored. The long neck and feet separate it from other dark waterbirds. It prefers still waters in shallow lakes, swamps, and seasonal pans, where it uses its odd bill to extract snails and mussels from their shells. A resident, migrant, and nomad; massive numbers can suddenly appear when conditions are favorable."
0,African Oystercatcher,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus moquini,https://ebird.org/species/afroys1,"A plump, coastal shorebird that is glossy black in plumage with salmon-red legs and reddish eye, eye-ring, and bill. The juvenile is duller, with pink-brown bill and grayish-pink legs. Conspicuous on rocky coastlines and sandy shores, where it feeds on invertebrates like mussels, limpets, and worms. It is often first detected by its distinctive, high-pitched piping “pleek” and “peeka-peeka” alarm calls. Similar Eurasian Oystercatcher differs from African Oystercatcher by its white belly and throat."
0,African Palm-Swift,Animalia,Chordata,Aves,Caprimulgiformes,Apodidae,Cypsiurus parvus,https://ebird.org/species/afpswi1,"A very slender gray-brown swift with a long, deeply forked tail that is often held closed, making it look needle-like and pointed. The erratic flight pattern, with frequent direction changes and rapid wingbeats on long, scythe-shaped wings, is distinctive. Less gregarious than other swifts; usually found in pairs or small flocks, and association with other swallows and swifts is usually only fleeting. Forages over a wide variety of habitats with palms, including savanna, coastal scrub, towns, villages, cultivated areas, forest edge, and clearings, from sea level up to 1800 meters of elevation, preferring lowlands. Nests and roosts in palms and uses its tiny legs with hook-like claws to cling to the undersides of fronds. Gives a high-pitched, metallic “tre-tit-tit-tit-tit-tit-tit-tit” call, solitarily or in unison with others. Separated from other swifts by its longer and thinner tail."
